title,Average,HateSpeech,Offensive,Pure,HateSpeechnum,Offensivenum,Purenum,full_title,synopsis,tomatometerscore,audiencescore,genre,director,writer,theater_date,dvd/streaming_date,box_office,runtime,Distributor,Collection
citizen_kane,3.525,0.0,3.6666666666666665,3.5,0.0,3.0,17.0,Citizen Kane,"When a reporter is assigned to decipher newspaper magnate Charles Foster Kane's (Orson Welles) dying words, his investigation gradually reveals the fascinating portrait of a complex man who rose from obscurity to staggering heights. Though Kane's friend and colleague Jedediah Leland (Joseph Cotten), and his mistress, Susan Alexander (Dorothy Comingore), shed fragments of light on Kane's life, the reporter fears he may never penetrate the mystery of the elusive man's final word, ""Rosebud.""",99,90,Drama,OrsonWelles,HermanJ.Mankiewicz|OrsonWelles|JohnHouseman,"May1,1941","Feb23,2010",$977.3K,1h59m,RKORadioPictures,
city_lights,4.525,0.0,5.0,4.366666666666666,0.0,5.0,15.0,City Lights,"A hapless but resilient tramp (Charlie Chaplin) falls in love with a blind flower girl (Virginia Cherrill) on the tough city streets. Upon learning that she and her grandmother are to be evicted from their home, the tramp undertakes a series of attempts to provide them with the money they need, all of which end in humiliating failure. But after a drunken millionaire (Harry Myers) lavishly rewards him for saving his life, the tramp can change the flower girl's life forever.",95,96,Comedy|Drama|Romance,CharlieChaplin,CharlieChaplin,"Jan30,1931","Feb23,2010",$18.2K,1h27m,UnitedArtists,
clerks,4.275,0.0,4.071428571428571,4.384615384615385,0.0,7.0,13.0,Clerks,"Dante (Brian O'Halloran) is called in to cover a shift at his New Jersey convenience store on his day off. His friend Randal (Jeff Anderson) helps him pass the time, neglecting his video-store customers next door to hang out in the Quick Stop. The uneventful day is disrupted by news that one of Dante's ex-girlfriends has died. After attending her memorial service, Dante muses over staying with current girlfriend Veronica (Marilyn Ghigliotti) or reuniting with ex Caitlin (Lisa Spoonhauer).",90,89,Comedy,KevinSmith,KevinSmith,"Oct19,1994","Sep7,2004",$2.1M,1h31m,MiramaxFilms,
clockwork_orange,4.725,0.0,4.7,4.733333333333333,0.0,5.0,15.0,A Clockwork Orange,"In an England of the future, Alex (Malcolm McDowell) and his ""Droogs"" spend their nights getting high at the Korova Milkbar before embarking on ""a little of the old ultraviolence,"" while jauntily warbling ""Singin' in the Rain."" After he's jailed for bludgeoning the Cat Lady to death, Alex submits to behavior modification technique to earn his freedom; he's conditioned to abhor violence. Returned to the world defenseless, Alex becomes the victim of his prior victims.",88,93,Drama|Comedy,StanleyKubrick,StanleyKubrick|AnthonyBurgess,"Feb2,1971","Oct23,2007",,2h17m,WarnerBros.Pictures,
clueless,3.6,0.0,3.857142857142857,3.4615384615384617,0.0,7.0,13.0,Clueless,"Shallow, rich and socially successful Cher (Alicia Silverstone) is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai (Brittany Murphy) a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother (Paul Rudd) was right about how misguided she was -- and falls for him.",81,76,Comedy,AmyHeckerling,AmyHeckerling,"Jul19,1995","Sep21,2004",$56.2M,1h37m,ParamountPictures,
coco_2017,4.5,0.0,4.0,4.666666666666667,0.0,5.0,15.0,Coco,"Despite his family's generations-old ban on music, young Miguel dreams of becoming an accomplished musician like his idol Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead. After meeting a charming trickster named Héctor, the two new friends embark on an extraordinary journey to unlock the real story behind Miguel's family history.",97,94,Kids&family|Comedy|Adventure|Music|Animation,LeeUnkrich,AdrianMolina|MatthewAldrich,"Nov22,2017","Feb13,2018",$210.5M,1h49m,WaltDisney,Pixar
crazy_rich_asians,3.325,0.0,3.75,3.2777777777777777,0.0,2.0,18.0,Crazy Rich Asians,"Rachel Chu is happy to accompany her longtime boyfriend, Nick, to his best friend's wedding in Singapore. She's also surprised to learn that Nick's family is extremely wealthy and he's considered one of the country's most eligible bachelors. Thrust into the spotlight, Rachel must now contend with jealous socialites, quirky relatives and something far, far worse -- Nick's disapproving mother.",91,76,Romance|Comedy,JonM.Chu,PeterChiarelli|AdeleLim,"Aug15,2018","Nov20,2018",$174.5M,2h0m,WarnerBros.Pictures,
creed_2015,3.85,0.0,4.166666666666667,3.7941176470588234,0.0,3.0,17.0,Creed,"Adonis Johnson (Michael B. Jordan) never knew his famous father, boxing champion Apollo Creed, who died before Adonis was born. However, boxing is in his blood, so he seeks out Rocky Balboa (Sylvester Stallone) and asks the retired champ to be his trainer. Rocky sees much of Apollo in Adonis, and agrees to mentor him, even as he battles an opponent deadlier than any in the ring. With Rocky's help, Adonis soon gets a title shot, but whether he has the true heart of a fighter remains to be seen.",95,89,Drama,RyanCoogler,RyanCoogler|AaronCovington,"Nov25,2015","Mar1,2016",$109.7M,2h13m,WarnerBros.Pictures,Rocky
crouching_tiger_hidden_dragon,4.675,0.0,4.5,4.694444444444445,0.0,2.0,18.0,"Crouching Tiger, Hidden Dragon","In 19th century Qing Dynasty China, a warrior (Chow Yun-Fat) gives his sword, Green Destiny, to his lover (Michelle Yeoh) to deliver to safe keeping, but it is stolen, and the chase is on to find it. The search leads to the House of Yu where the story takes on a whole different level.",98,86,Adventure|Action,AngLee,WangDu-lu|Hui-LingWang|JamesSchamus|KuoJungTsai,"Dec22,2000","Jun5,2001",$448.6K,2h0m,SonyPicturesClassics|ColumbiaTristar,
the_dark_knight,4.875,0.0,5.0,4.84375,0.0,4.0,16.0,The Dark Knight,"With the help of allies Lt. Jim Gordon (Gary Oldman) and DA Harvey Dent (Aaron Eckhart), Batman (Christian Bale) has been able to keep a tight lid on crime in Gotham City. But when a vile young criminal calling himself the Joker (Heath Ledger) suddenly throws the town into chaos, the caped Crusader begins to tread a fine line between heroism and vigilantism.",94,94,Action|Adventure|Fantasy,ChristopherNolan,JonathanNolan|ChristopherNolan,"Jul18,2008","Dec9,2008",$2.0M,2h32m,WarnerBros.,Batman
dazed_and_confused,4.075,0.0,4.4,3.966666666666667,0.0,5.0,15.0,Dazed and Confused,"This coming-of-age film follows the mayhem of group of rowdy teenagers in Austin, Texas, celebrating the last day of high school in 1976. The graduating class heads for a popular pool hall and joins an impromptu keg party, however star football player Randall ""Pink"" Floyd (Jason London) has promised to focus on the championship game and abstain from partying. Meanwhile, the incoming freshmen try to avoid being hazed by the seniors, most notably the sadistic bully Fred O'Bannion (Ben Affleck).",92,90,Drama,RichardLinklater,RichardLinklater,"Sep10,1993","Jun30,1998",$8.0M,1h43m,UniversalPictures|GramercyPictures,
dead_poets_society,4.55,0.0,4.833333333333333,4.428571428571429,0.0,6.0,14.0,Dead Poets Society,"A new English teacher, John Keating (Robin Williams), is introduced to an all-boys preparatory school that is known for its ancient traditions and high standards. He uses unorthodox methods to reach out to his students, who face enormous pressures from their parents and the school. With Keating's help, students Neil Perry (Robert Sean Leonard), Todd Anderson (Ethan Hawke) and others learn to break out of their shells, pursue their dreams and seize the day.",84,92,Drama,PeterWeir,TomSchulman,"Jun2,1989","Jul1,2003",$94.5M,2h8m,BuenaVistaPictures|TouchstonePictures|TouchstoneHomeVideo,
die_hard,4.65,0.0,4.6875,4.625,0.0,8.0,12.0,Die Hard,"New York City policeman John McClane (Bruce Willis) is visiting his estranged wife (Bonnie Bedelia) on Christmas Eve. He joins her at a holiday party in the headquarters of the Japanese-owned business she works for. But the festivities are interrupted by a group of terrorists who take over the exclusive high-rise, and everyone in it. Very soon McClane realizes that there's no one to save the hostages -- but him.",94,94,Action|Mystery&thriller,JohnMcTiernan,RoderickThorp|JebStuart|StevenE.deSouza,"Jul15,1988","Dec28,1999",$81.0M,2h11m,20thCenturyFox,
do_the_right_thing,4.275,4.5,3.9,4.4,1.0,5.0,15.0,Do the Right Thing,"Salvatore ""Sal"" Fragione (Danny Aiello) is the Italian owner of a pizzeria in Brooklyn. A neighborhood local, Buggin' Out (Giancarlo Esposito), becomes upset when he sees that the pizzeria's Wall of Fame exhibits only Italian actors. Buggin' Out believes a pizzeria in a black neighborhood should showcase black actors, but Sal disagrees. The wall becomes a symbol of racism and hate to Buggin' Out and to other people in the neighborhood, and tensions rise.",92,89,Drama,SpikeLee,SpikeLee,"Jun30,1989","Feb20,2001",$26.0M,2h0m,UniversalPictures,
